Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	133827	133417		-	-	CCNA_00122	conserved hypothetical protein	186406	23498	100	426685	81627	581	92	7097750412236	3529647160138	412	108151	3485	202537	57121	55	1069136782660	1247970014849	315	0.5438484256423122	1.0
	133900	134682		+	-	CCNA_00123	3-hydroxyacyl CoA dehydrogenase	11350	0	5202	25980	0	30263	3	13005753576	23955518865	23	3499	0	6552	0	0	628147069	775485843	4	0.032066114631486654	0.30676833318412877
	135413	134826		-	-	CCNA_00124	conserved hypothetical protein	2304634	739153	489978	5275331	2567662	2850532	1090	652368620047206	5890029725855461	6062	2968082	225718	5558414	3699688	1102	484039610308082	6012114049666252	7872	0.5648862413079748	1.0
	136177	135509		-	-	CCNA_00125	amino acid efflux permease	4253	0	0	9735	0	0	1	998759189	1142007026	4	16783	2650	31430	43435	5	2686786783	92054221084	55	2.7535598380627725E-5	4.648054520035713E-4
	136591	136184		-	-	CCNA_00126	glutathione S-transferase	4572	0	0	10465	0	0	2	1188033393	1334814884	8	0	0	0	0	0	0	244	0	1.0	1.0
	136811	137011		+	-	CCNA_00127	KTSC domain protein	17140	18039	16226	39233	62663	94397	46	45858885123	358766223481	325	33482	13634	62702	223471	47	1360346520825	1501772318708	711	0.6467336402509455	1.0
	138472	137246		-	-	CCNA_00128	argininosuccinate synthase	29600	100	140	67754	347	814	4	102978967041	34959507550	18	48716	50	91231	819	8	341748477513	134746914009	37	0.621175643080177	1.0
	138917	138555		-	-	CCNA_00129	hypothetical protein	2900	10698	0	6638	37162	0	6	20559094171	15901500730	40	0	0	0	0	0	0	244	0	1.0	1.0
	140918	138921		-	-	CCNA_00130	Kup system potassium uptake protein	32828	50	12	75143	173	69	2	134248046865	41618351317	12	29236	5	54751	81	2	102179031646	50686557550	13	0.5160164482270652	1.0
	141119	141541		+	-	CCNA_00131	Rrf2 family protein	30339	1050	2750	69446	3647	15998	14	80346064163	56301015521	70	50812	5469	95157	89641	26	415587257	604635365761	218	0.6919009571913182	1.0
	141633	142433		+	hetN	CCNA_00132	ketoacyl reductase hetN	14939	4250	0	34195	14763	0	4	14530043632	18978427620	20	25297	2600	47374	42615	7	291609534	129654270774	56	0.6646934061848154	1.0
	142680	143894		+	-	CCNA_00133	radical SAM family enzyme	528713	11226	1338	1210229	38996	7784	80	101453046042303	35106361593237	344	155194	3349	290636	54892	26	3408957295730	2226637630291	142	0.6452880743840234	1.0
	143989	144417		+	-	CCNA_00134	surface protein	10742	8513	9098	24588	29572	52929	11	10756019746	84258429936	83	0	0	0	0	0	0	244	0	1.0	1.0
	144443	145276		+	-	CCNA_00135	trypsin-like peptidase	144421	26650	26839	330581	92576	156140	43	1650952214848	4876917296119	231	41945	50	78551	819	10	237795496797	103599895654	47	0.06948768603336981	0.5793004029516646
	146952	145273		-	-	CCNA_00136	AmpG protein	5550	0	0	12704	0	0	0	1891958757	1932586750	2	0	0	0	0	0	0	244	0	1.0	1.0
	148530	146986		-	shkA	CCNA_00137	hybrid two-component histidine kinase/receiver protein ShkA	87694	19602	10300	200732	68093	59922	13	568695576748	1044122497407	70	45652	0	85493	0	5	298811523693	118657693583	27	0.6462983896090133	1.0
	148752	150944		+	-	CCNA_00138	TonB-dependent receptor	7700	0	2300	17625	0	13380	0	3257854987	9161295708	4	0	0	0	0	0	0	244	0	1.0	1.0
	152600	150993		-	chlI	CCNA_00139	magnesium chelatase subunit ChlI-like ATPase	26147	26652	2600	59850	92583	15125	6	103617803968	261341181685	34	13650	5700	25562	93427	2	171677766100	213265361133	36	0.47848349027652765	1.0
	153662	152709		-	-	CCNA_00140	glutathione synthetase	30382	15200	13550	69544	52801	78829	11	7738506115	377297939295	70	36697	16990	68723	278478	11	2575571306479	2252527339881	181	0.6680647480114699	1.0
	154533	153718		-	-	CCNA_00141	tetratricopeptide repeat family protein	7926	16050	7690	18142	55754	44737	7	19377176513	108263576552	48	28375	1700	53138	27864	7	16039157792	107668805395	49	0.4931064898511984	1.0
	154912	154535		-	-	CCNA_00142	endonuclease	15375	0	105	35193	0	610	7	21379450948	11785873708	31	18847	0	35295	0	10	35749967603	26012260548	46	0.5770396398724144	1.0
	155784	154912		-	-	CCNA_00143	ribosomal RNA small subunit methyltransferase I	30613	1960	0	70073	6808	0	6	102077951388	43147737349	29	14720	0	27566	0	3	19754271099	17645011062	15	0.6266961450269211	1.0
	156973	155819		-	-	CCNA_00144	oxygen-independent coproporphyrinogen-III oxidase	6327	0	0	14482	0	0	0	2590854328	2511931911	4	0	0	0	0	0	0	244	0	1.0	1.0
	157568	156966		-	-	CCNA_00145	xanthosine triphosphate pyrophosphatase	4728	0	2051	10822	0	11932	2	1464294867	5285859719	12	6204	0	11618	0	2	2483586544	2723365610	9	0.5505800744186033	1.0
	157593	158186		+	-	CCNA_00146	glutathione S-transferase	6099	0	0	13960	0	0	1	2372354005	2355472443	7	28144	1750	52706	28683	10	14199380110	108619924860	68	0.0030925864575225173	0.037937584621560015
	158354	158470		+	-	CCNA_00147	hypothetical protein	65001	35370	39625	148787	122867	230525	217	250704594514	3410138885323	1430	43630	3882	81707	63628	82	7177654974	326674410590	621	0.6283109198875556	1.0
	158546	159079		+	-	CCNA_00148	conserved hypothetical protein	373571	70703	99175	855107	245607	576967	184	14547478292076	68274384702777	1047	99212	2500	185797	40976	38	1058667804990	953551637967	212	0.08488278087469457	0.6825711808526129
	159096	159323		+	-	CCNA_00149	Cro/CI-family transcriptional regulator	107474	18293	70	246009	63546	407	100	1792900807651	907411931673	453	278636	28072	521809	460121	272	136535524022	25161616618401	2153	0.4250920604910236	1.0
	160297	159320		-	-	CCNA_00150	PDZ domain family protein	467608	181837	161916	1070359	631663	941974	150	7043213077163	188741605815297	901	231862	19607	434214	321373	52	581680665076	14177334038439	386	0.6555833034517948	1.0
	161180	160464		-	-	CCNA_00151	ribonuclease PH	9764	0	3049	22349	0	17738	3	5922113752	13955933742	18	20298	2934	38012	48090	6	1765478588	120148909927	60	0.6868098699220021	1.0
	161320	162396		+	-	CCNA_00152	winged helix-turn-helix transcription repressor HrcA	64184	75699	98943	146917	262962	575618	40	6761037339018	19024454344645	305	68633	7797	128531	127798	14	3273516	1216002300634	119	0.6527467632487222	1.0
	162409	163035		+	grpE	CCNA_00153	adenine nucleotide exchange factor GrpE	89174	11797	29803	204120	40980	173384	37	709768740503	2012416183553	222	66520	13871	124573	227356	26	464916650518	2327370599990	280	0.5543767975546073	1.0
	163235	162975		-	-	CCNA_00154	conserved hypothetical membrane protein	1900	0	1400	4349	0	8144	2	461680882	1863407287	15	5401	0	10114	0	4	1780652129	1996873243	19	0.5462815987091919	1.0
	163413	164531		+	-	CCNA_00155	DNA polymerase III, beta chain	26384	0	6950	60393	0	40432	5	59085731194	73397182222	30	0	0	0	0	0	0	244	0	1.0	1.0
	164664	164951		+	-	CCNA_00156	ArsR-family transcriptional regulator	0	0	0	0	0	0	0	0	356	0	0	3899	0	63907	2	148621020610	67269258100	110	1.0	1.0
	165022	165393		+	-	CCNA_00157	glyoxalase family protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
165492			165575	+	-	CCNA_R0100	small non-coding RNA	42999	52020	38545	98425	180706	224242	288	341288220241	3431546184528	1997	8047	50	15069	819	19	4054335458	6269971680	94	1.0699076859509921E-19	3.4145100758670335E-18
	165621	166784		+	recF	CCNA_00158	DNA replication and repair protein recF	73066	3851	16611	167248	13377	96637	14	534412842074	725925156871	79	16124	0	30195	0	2	24581483392	20534378962	12	0.03895576430066324	0.36192488258942623
	166781	169246		+	gyrB	CCNA_00159	DNA gyrase subunit B	77883	29999	450	178275	104210	2617	7	739571293088	767755519593	38	88958	5200	166594	85231	7	265331427467	1172874458671	51	0.5592204301413191	1.0
	169387	170526		+	-	CCNA_00160	methyl-accepting chemotaxis protein	4200	0	900	9613	0	5235	0	688284996	2637696689	4	3651	0	6837	0	0	695731085	850023970	2	0.5645670232416459	1.0
	170951	171577		+	-	CCNA_00161	hypothetical protein	428432	22347	18999	980685	77628	110529	135	50413477017211	29633804752857	621	66391	12750	124332	208982	25	291788865252	2048392580415	265	0.6402931171494642	1.0
	171649	172917		+	-	CCNA_00162	conserved hypothetical protein	569857	56699	11352	1304408	196960	66042	91	99663039692682	58756743996009	411	102749	16951	192421	277839	19	298182781538	4605968142435	185	0.639284049404497	1.0
	172964	175183		+	-	CCNA_00163	exopolysaccharide transport family protein	107078	55892	57046	245102	194157	331875	17	419500378316	9559621091072	115	286765	125300	537033	2053761	37	297127258195274	257617413028258	583	0.7648951598966509	1.0
	175173	177098		+	-	CCNA_00164	O-antigen polymerase	6090	12699	8150	13940	44113	47414	2	17307654660	81305163603	18	3400	3614	6367	59236	0	94285874967	70727409295	17	0.5129680296093293	1.0
	177745	177092		-	pssY	CCNA_00165	polyisoprenylphosphate hexose-1-phosphotransferase pssY	77479	1296	3745	177350	4502	21787	22	888583195975	387086625192	103	17422	0	32626	0	5	29601737400	23213890878	24	0.9981455114707846	1.0
	177944	178090		+	-	CCNA_03915	hypothetical protein	41493	0	100	94977	0	581	51	234725656936	65158050017	216	35764	0	66976	0	49	166329813738	73607419091	227	0.5087748353510104	1.0
	179070	178252		-	-	CCNA_00166	putative transglutaminase-like cysteine proteinase	4614	0	2850	10561	0	16580	1	2614611934	7225249935	11	0	0	0	0	0	0	244	0	1.0	1.0
	179311	180120		+	-	CCNA_00167	metallophosphatase family protein	209180	398329	361079	478815	1383711	2100639	216	152709206342573	550817543139610	1630	43556	1900	81568	31142	11	84165644222	192371610528	69	3.539129874020497E-40	1.4603379328660334E-38
	180205	180801		+	-	CCNA_00168	polysaccharide export protein	2535736	71885	68618	5804326	249713	399197	813	3988357424882943	1819687241896533	3603	1171880	9296	2194614	152368	401	606768931004732	205853300826157	1965	0.6251207401095085	1.0
	181379	182917		+	-	CCNA_00169	hypothetical protein	580700	21886	13373	1329228	76027	77799	72	115336793925751	51492979845491	321	573663	114338	1074315	1874086	90	63956040809871	383049518770926	957	0.7246091722678931	1.0
	182997	185663		+	-	CCNA_00170	TonB-dependent receptor	85709	50	300	196188	173	1745	5	1332865194463	365547030320	24	160786	9464	301108	155122	12	1079222291240	4286259664574	85	0.6948994919350534	1.0
	185853	186290		+	-	CCNA_00171	type II secretion pathway protein C	10397	0	0	23798	0	0	4	8533979605	5722874847	18	3900	424	7303	6949	2	570652	5008040063	16	0.5238610738817016	1.0
	186287	188350		+	pulD	CCNA_00172	type II secretion pathway protein D	10449	0	4499	23917	0	26173	1	9717327914	19693519153	8	8550	0	16011	0	0	5362512348	6344412232	3	0.6475015644516403	1.0
	188347	189822		+	pulE	CCNA_00173	type II secretion pathway protein E	12024	0	200	27523	0	1163	1	11513161395	7970292672	6	50	1700	93	27864	0	20108684034	18074094161	9	0.5750805108369031	1.0
	189809	191020		+	pulF	CCNA_00174	type II secretion pathway protein F	15728	36597	20099	36001	127130	116929	10	188826576170	740728158374	77	0	0	0	0	0	0	244	0	1.0	1.0
	191032	191484		+	-	CCNA_00175	type II secretion pathway protein G	5142	0	0	11770	0	0	2	1575135796	1664595821	8	2500	1400	4681	22947	1	7357127680	17711958295	30	0.7166240196328167	1.0
	191399	191956		+	-	CCNA_00176	type II secretion pathway protein H	595	0	2401	1361	0	13968	0	2127173937	2797749159	9	0	0	0	0	0	0	244	0	1.0	1.0
	191925	192308		+	-	CCNA_00177	type II secretion pathway protein I	1500	0	0	3433	0	0	0	81859969	90193870	2	0	0	0	0	0	0	244	0	1.0	1.0
	192305	192895		+	-	CCNA_00178	type II secretion pathway protein J	6399	0	0	14647	0	0	1	2662265275	2566933460	8	9650	50	18071	819	3	6414734469	8532990723	15	0.6338592074584753	1.0
	192892	193866		+	-	CCNA_00179	type II secretion pathway protein K	7990	0	0	18289	0	0	1	4536390126	3858117028	6	0	0	0	0	0	0	244	0	1.0	1.0
	193848	194954		+	-	CCNA_00180	type II secretion pathway protein L	3913	6100	0	8956	21190	0	1	4617245964	8708616602	9	0	0	0	0	0	0	244	0	1.0	1.0
	194951	195427		+	-	CCNA_00181	type II secretion pathway protein M	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	195424	196140		+	-	CCNA_00182	type II secretion pathway protein N	5650	300	1850	12932	1042	10762	1	1329490668	6138075904	11	0	0	0	0	0	0	244	0	1.0	1.0
	197011	196250		-	pulO	CCNA_00183	type II secretory pathway, prepilin signal peptidase	9750	5350	50	22317	18584	290	3	5908664089	14511346732	18	9950	0	18633	0	2	7716896726	8264807841	12	0.5824649833170626	1.0
	197267	197070		-	-	CCNA_00184	hypothetical protein	2350	5400	0	5379	18758	0	7	3663129287	5876025489	40	0	0	0	0	0	0	244	0	1.0	1.0
	199810	197285		-	-	CCNA_00185	TonB-dependent receptor	34722	6150	2600	79479	21363	15125	3	83232763202	102217235743	15	8449	1700	15822	27864	0	2706703597	34914625197	8	0.607157835225573	1.0
200201			200125	-	-	CCNA_R0003	tRNA-Arg	33174	3886	15161	75935	13499	88201	123	111306674929	294575077839	768	2660	1500	4981	24586	10	8718553532	19842291975	191	0.797933267360714	1.0
	201602	200286		-	-	CCNA_00186	guanine-hypoxanthine permease	2672	104	2961	6116	361	17226	0	2751196339	5683195214	5	6549	100	12264	1639	1	2004257247	4591653527	5	0.5273120922203752	1.0
	202681	201599		-	-	CCNA_00187	NUP-family purine nucleoside permease	7718	5341	17102	17666	18553	99493	5	163225570193	158114581414	41	4347	0	8140	0	0	1057456660	1246899547	3	1.2528994527265826E-6	2.4371877449467093E-5
	203725	202763		-	-	CCNA_00188	ABC transporter ATP-binding protein	26848	11650	32550	61455	40469	189365	13	595818106138	801298421950	100	25149	0	47097	0	5	71441043835	38817405686	24	0.5658841324534587	1.0
	203869	204135		+	-	CCNA_00189	zinc-finger domain protein	405	0	0	927	0	0	0	3535459	5213488	1	0	50	0	819	0	4272146	8614684	1	0.5513049258833507	1.0
	204137	204571		+	-	CCNA_00190	acyl-CoA hydrolase	7249	0	0	16593	0	0	3	3591486894	3280805707	12	0	0	0	0	0	0	244	0	1.0	1.0
	204697	205173		+	-	CCNA_00191	N-acetylglutamate synthase domain protein	6169	15557	5594	14120	54041	32544	10	20962339042	73207261537	70	3237	3250	6062	53269	2	71842158143	58587928891	62	0.5242953950890747	1.0
	206793	205174		-	-	CCNA_00192	long-chain-fatty-acid--CoA ligase	5734	31	2298	13125	107	13369	0	2052192662	6974354960	5	12716	1951	23813	31978	1	1065267964	52338441935	17	0.6951687999010029	1.0
	208041	206989		-	leuB	CCNA_00193	3-isopropylmalate dehydrogenase	0	0	1750	0	0	10180	0	1111857568	1249756705	3	14299	0	26778	0	2	18426019843	16792964339	12	0.7267582864159667	1.0
	208345	208043		-	-	CCNA_00194	Antibiotic biosynthesis monooxygenase family protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	209095	208487		-	leuD	CCNA_00195	3-isopropylmalate dehydratase small subunit	4730	44	32	10827	152	186	1	1241309843	1509685255	6	32	0	59	0	0	7743	7459	0	1.0	1.0
	210531	209092		-	leuC	CCNA_00196	3-isopropylmalate dehydratase large subunit	48482	12959	12523	110975	45016	72854	9	70467833770	495659107703	52	26382	1398	49406	22914	3	17957232120	85713938976	25	0.624786707244942	1.0
210769			210637	-	-	CCNA_R0004	cell cycle regulated sRNA	12173	0	1700	27864	0	9890	18	9121222667	12801062461	94	6350	0	11891	0	9	2625960074	2869849746	44	0.6382676973254627	1.0
	211522	211121		-	rplS	CCNA_00197	LSU ribosomal protein L19P	17534	0	0	40135	0	0	7	29916469174	13979640894	33	3200	1650	5992	27044	2	10343513186	23648301935	41	0.5396519081339799	1.0
	212256	211519		-	trmD	CCNA_00198	tRNA (guanine-N1) -methyltransferase	114305	0	1700	261645	0	9890	28	2574283914600	696154355319	122	52306	96	97954	1573	14	398422111243	154409669320	67	0.5992568747511255	1.0
	212387	214267		+	-	CCNA_00199	TadG/vWA-family protein	7653	0	4450	17517	0	25888	1	7766189974	15684285009	7	0	1650	0	27044	0	18868363338	17077612944	7	0.4808668519665634	1.0
	215255	214320		-	-	CCNA_00200	2OG-Fe(II) oxygenase superfamily protein	187369	20747	26950	428889	72070	156786	45	4458998751447	6484280173905	234	139332	13249	260931	217161	33	59922195486	4798439735702	255	0.47259671778063705	1.0
	215418	216098		+	-	CCNA_00201	outer membrane protein	13696	13748	150	31350	47757	872	7	31873221634	46329343590	39	49088	2300	91928	37698	15	100216459535	251045063226	95	0.6459160591695065	1.0
	216215	217270		+	-	CCNA_00202	DesA-family fatty acid desaturase	39828	6350	10000	91166	22058	58176	9	78118116261	274031633299	54	42067	4202	78780	68873	8	1694436124	339972986858	69	0.5581203173153048	1.0
	217328	218332		+	-	CCNA_00203	sterol desaturase family protein	0	0	450	0	0	2617	0	42675965	46041785	0	0	0	0	0	0	0	244	0	1.0	1.0
	220237	218336		-	kefB	CCNA_00204	glutathione-regulated potassium-efflux system protein kefB	9749	0	4749	22315	0	27628	1	9970605231	19600489419	8	7048	0	13198	0	0	3372744966	3832003144	3	0.6688402043973172	1.0
	220822	220241		-	-	CCNA_00205	NAD(P)H-quinone reductase	3896	0	0	8917	0	0	1	809057759	944337742	5	6847	0	12822	0	2	3146718252	3457851388	11	0.6538048925680476	1.0
	221085	220822		-	-	CCNA_03916	hypothetical protein	60	0	0	137	0	0	0	35945	40276	0	7906	0	14805	0	6	4443694518	5587018250	28	0.0	0.0
	220931	221641		+	-	CCNA_00206	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A	21100	0	1700	48298	0	9890	5	37692499550	25416924000	27	21996	0	41192	0	6	51798229364	32246861050	28	0.5085692294464208	1.0
	221641	222282		+	-	CCNA_00207	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B	5119	0	8550	11717	0	49741	3	39454854223	27992476844	31	0	0	0	0	0	0	244	0	1.0	1.0
	223272	222283		-	-	CCNA_00208	type 1 glutamine amidotransferase (GATase1)-like domain protein	554	0	1950	1268	0	11344	0	1271743238	1891977597	4	0	0	0	0	0	0	244	0	1.0	1.0
	224927	223353		-	-	CCNA_00209	undecaprenyl-phosphomannose:protein mannosyltransferase	10231	50	50	23418	173	290	1	8017314461	5760131894	5	11047	2200	20688	36059	1	4862382297	53945699902	18	0.7069349442120803	1.0
	225115	227526		+	-	CCNA_00210	TonB-dependent receptor	324065	0	14800	741788	0	86101	25	28821036965470	11568513998403	114	179173	4299	335542	70463	15	4517152802493	3253911710154	84	0.5517436064902909	1.0
	227686	228693		+	-	CCNA_00211	Porphyromonas-type peptidyl-arginine deiminase	7152	0	3550	16371	0	20652	1	4895648410	12429588427	12	20052	0	37551	0	4	41481611739	28370195251	18	0.582680715043131	1.0
	228693	229571		+	-	CCNA_00212	N-carbamoylputrescine amidase	6000	5850	0	13734	20321	0	2	4341634775	10828536017	12	0	0	0	0	0	0	244	0	1.0	1.0
	229568	230116		+	-	CCNA_00213	ribosomal-protein-alanine acetyltransferase	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	230262	232307		+	-	CCNA_00214	TonB-dependent receptor	304219	68930	93371	696360	239448	543202	41	7579909164771	51160999664199	240	456064	24654	854084	404097	47	16085846745874	45612289522470	307	0.43779605186879517	1.0
232420			232497	+	-	CCNA_R0101	small non-coding RNA	2304	0	0	5273	0	0	5	229294259	283231920	22	0	0	0	0	0	0	244	0	1.0	1.0
	232614	233402		+	-	CCNA_00215	SapC surface layer protein	184971	7101	14199	423400	24667	82605	47	6309321125857	3933824501158	224	346522	6050	648941	99164	90	26014277358277	13924253431993	474	0.6546671578174394	1.0
	233862	233470		-	-	CCNA_00216	hot dog superfamily protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	233977	236127		+	-	CCNA_00217	thiol:disulfide interchange protein DsbD	103621	73349	118304	237189	254799	688254	24	9499488611034	30328388223313	182	48546	12299	90913	201589	5	555254767876	1564054135833	67	0.6561105385885212	1.0
	236877	236131		-	-	CCNA_00218	conserved hypothetical protein	21378	0	0	48934	0	0	5	48141566342	18963017735	21	4205	476	7874	7801	1	12907	6140446713	10	0.6478035622196665	1.0
	237030	237635		+	-	CCNA_00220	thiol-disulfide isomerase and thioredoxin	2200	0	0	5035	0	0	0	205235844	245278042	2	0	1949	0	31945	0	28140444141	22474176263	26	2.1234493003856577E-4	0.003189077350027725
	238136	237642		-	-	CCNA_00221	hypothetical protein	15150	6300	0	34678	21884	0	7	15327072697	24198583680	38	2950	0	5524	0	1	417035295	596102212	5	0.009813535056605299	0.1069021085499537
	238241	239860		+	-	CCNA_00222	glucose-6-phosphate isomerase/glucose-6 phosphate 1-epimerase	12749	37174	62859	29182	129134	365693	12	3717026444388	3808467329428	107	46	0	86	0	0	19123	18656	0	1.0	1.0
	239869	240651		+	-	CCNA_00223	esterase lipase Family protein	2950	6383	4863	6752	22173	28291	3	5113386925	24679108775	24	6800	0	12734	0	1	3095135271	3414099525	8	0.6854312965345679	1.0
